mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,zero_crossing_rate,spectrogram_mean,spectrogram_median,spectrogram_variance,label
-40.789795,24.61264,-54.198166,-22.51068,-41.016716,-16.788862,-28.657612,-31.426462,-20.32663,-11.290795,-19.588974,-10.436081,3.2505713,2580.9703456413745,1899.3811314704042,0.22715009269067796,1.7784966,1.2920344,2.645529,0
-97.502785,98.39271,-56.5397,15.502512,-37.903507,-10.748424,-21.456764,-24.99698,-22.165438,-17.147614,-21.442265,-9.212317,-1.1000682,1642.2479361511657,1426.5950715494043,0.12522730334051724,1.0830296,0.43110985,3.3071818,0
-44.65109,28.900099,-44.46942,-7.8050065,-38.673397,-8.243197,-23.493393,-28.646496,-16.89423,-4.600796,-29.798733,-4.517794,-3.7060676,2642.6847203093066,1805.9870872753843,0.2865077427455357,1.7579317,1.071715,2.797121,0
-60.796505,43.050507,-45.35925,-0.8449272,-36.24527,-10.858801,-18.73284,-30.851025,-17.722383,-11.602181,-30.178661,-5.430963,-3.841113,2369.854295044494,1765.7312064163727,0.2456958912037037,1.4132534,0.77855825,3.1228492,0
-381.03275,46.69433,-5.4534597,7.1217647,-12.55514,6.1256456,-13.134778,-3.0848646,-10.475736,14.381253,-0.0733798,1.9512722,0.3168321,2528.1050115987337,1934.8813902874406,0.22293783550613497,0.40163013,0.29847017,0.12966321,0
-78.09677,37.65166,-48.62012,0.46744433,-26.76367,-21.060995,-20.74965,-30.22002,-24.911572,-6.716294,-30.944683,-2.8460255,-1.8116249,2452.722049453979,1788.4940217918345,0.27376598011363634,1.2392896,0.62589395,2.5316484,0
-51.049168,13.310026,-64.11931,0.633123,-46.88104,-10.047721,-21.018208,-29.046366,-23.529938,4.4779267,-25.574892,-11.304221,-0.2688157,2709.0795004329457,1611.6170679959303,0.31154959542410715,1.8511647,1.2604562,4.4897075,0
-53.886044,12.657139,-51.596825,-8.679527,-37.189648,-7.7726016,-12.048369,-30.76995,-21.21562,-2.8030963,-32.16289,-11.399268,-4.2716985,2798.452072736568,1822.5825586216804,0.27928748497596156,1.6692164,1.0947629,2.6851313,0
-85.09811,31.26786,-34.09672,-23.07309,-21.795805,-7.891788,-26.597023,-28.885405,-13.679697,-13.37449,-24.863152,-3.2544835,-4.7616763,2712.163486156845,2082.815435223351,0.24736140324519232,1.2228597,0.81876194,1.1028827,0
-34.043484,3.12696,-38.179306,-4.472712,-43.86728,-9.94126,-18.048286,-28.262276,-17.665989,-0.574686,-30.73761,-7.440141,-5.4135346,3090.220146082826,1856.9560048061928,0.3367513020833333,2.109573,1.7725925,2.781961,0
-57.09923,20.605566,-40.804073,-1.753406,-40.277367,-13.800409,-16.883608,-34.9028,-14.582528,-6.373713,-27.377182,-14.644212,-0.45839235,2744.516933856545,1865.36066780823,0.28713809742647056,1.55923,1.0741267,2.2467659,0
-111.244484,31.633547,-50.826473,-6.4648213,-4.5995846,-31.738968,-13.793853,-18.535652,-36.752823,6.9950705,-37.57949,-1.8072827,-5.7081017,2771.8472546802163,1942.9650014228569,0.316796875,0.9886158,0.6117634,1.0373142,0
-65.62323,45.55028,-58.045048,-24.162895,-12.466513,-30.393335,-26.57515,-12.717501,-37.056202,7.4745646,-33.75879,-5.8522077,-6.974933,2461.299142671644,1933.019138797873,0.25406044407894735,1.408185,0.80239064,2.1836128,0
-53.310894,56.97419,-73.76328,-14.334761,-37.22326,-10.256073,-30.074215,-21.80419,-24.243818,-3.4893925,-17.06687,-24.533094,2.9020483,2062.1256788172877,1539.1637879514383,0.19739641462053573,1.6200227,0.8209823,3.4911342,0
-51.28592,38.99339,-64.092186,-26.948101,-10.584718,-31.521605,-36.051678,-4.6354847,-43.15434,10.572489,-25.359379,-19.09853,-3.8518035,2483.522926573171,1862.463363377102,0.23416310436320756,1.7145933,1.0430201,2.951733,0
-440.49084,25.43894,25.633125,22.278244,-1.0408657,-15.233828,-2.149211,-5.596389,-14.597371,-16.043407,-14.017764,-1.499885,-6.479513,3129.307312434044,1819.1200751797585,0.2912828947368421,0.12104838,0.09045123,0.012849345,0
-59.91284,48.843235,-73.55224,-16.896133,-31.415047,-15.902919,-37.25679,-8.566842,-28.628925,-0.5409344,-23.910692,-15.345148,-6.7920327,2179.5667170929955,1615.0288565481592,0.21199857271634615,1.5424635,0.7157887,3.4116714,0
-91.2581,27.197056,-67.11957,-16.61354,-8.699571,-25.767105,-19.108482,-14.243362,-36.5606,11.684756,-25.321812,-16.12116,-8.186876,2587.105953720621,1786.8750743927542,0.26827566964285715,1.2932596,0.7006015,2.0933938,0
-92.1544,39.99063,-66.2389,-16.763044,-12.495388,-24.589214,-22.751959,-6.847746,-29.739206,14.0675335,-30.680244,-10.207298,-7.5157785,2448.8649072184335,1806.8371494380415,0.2393653998940678,1.158047,0.6395456,1.4533497,0
-50.78857,51.163525,-76.23256,-23.22735,-17.292845,-25.579176,-38.023857,-4.6288185,-37.75318,10.902759,-23.39036,-10.071515,-3.272254,2214.9910230975875,1681.9487874230206,0.20618366745283018,1.7371678,0.82839435,3.6766987,0
-0.05588191,5.2603126,-51.018345,-7.326922,-47.593365,-10.388066,-25.36945,-17.069101,-17.87828,8.569892,-22.915422,-7.7071385,-12.383268,3018.4051423276624,1848.8002370368504,0.33056640625,2.8629272,2.712959,3.6463785,0
-63.046253,36.16982,-57.028934,-23.970879,-3.0300653,-29.680191,-32.211334,-7.481835,-37.026638,22.368345,-31.016518,-7.984057,-9.038842,2703.62346594791,2016.5769501483144,0.26708984375,1.5539168,1.1492741,2.4274883,0
-143.75072,124.27759,-112.61186,11.886188,-64.73209,-12.061998,-3.0452058,-23.101318,-36.72991,5.5386963,-22.088057,5.112988,1.9172074,1597.6040855968365,1076.6093679282646,0.19270542689732142,0.9611047,0.104271404,2.904168,0
-131.0411,96.88207,-92.685326,17.36299,-68.91049,-31.691437,12.349987,-28.70375,-27.478876,11.9415045,-25.003769,-5.7805147,13.278283,2030.865076127706,1134.157937493952,0.2967807702850877,1.2038461,0.15583102,10.171086,0
-50.59436,58.073845,-82.44869,-26.67377,-34.71591,-18.939653,-31.46041,-20.398457,-24.714952,-12.643312,-16.64897,-13.117949,13.47152,1980.6449465962614,1541.1291437464267,0.18606131417410715,1.7188236,0.75176525,4.36882,0
-112.40504,50.65519,-69.16712,-18.672794,-20.562521,-30.162525,-17.849928,-17.340845,-30.905476,4.3207717,-19.489017,-4.5123525,10.545663,2247.8894272608964,1650.2755970815172,0.23721749441964285,0.97088695,0.34429193,1.4912885,0
-300.90277,71.59623,12.120077,22.779255,11.999964,0.7819289,7.1264544,11.35404,-1.260974,-2.047673,2.716819,1.0747608,0.71856296,1733.2733426523434,1821.3038126987533,0.10686138314260564,0.40331227,0.15872706,1.3671162,0
-56.25715,52.405952,-68.37433,-25.83512,-9.212165,-37.374226,-13.03023,-22.074005,-37.736347,9.142661,-33.894283,2.5316718,3.5598505,2280.1702696597727,1783.0490671640775,0.22160993303571427,1.6442835,0.7253491,3.2917278,0
-50.8532,49.356922,-68.48269,-32.5607,1.3072908,-39.538944,-10.520559,-16.711718,-35.01477,7.5496125,-28.672796,-5.4484897,6.73541,2367.60376803841,1875.897235927691,0.228607177734375,1.738225,0.7516522,3.236207,0
-99.9312,45.846703,-62.42068,-18.133884,-3.525296,-45.76447,-12.114629,-19.245598,-34.850254,8.289416,-25.003326,-4.429496,8.192666,2380.657086320761,1788.4675373466564,0.23441569010416666,1.1997565,0.50194496,1.616998,0
-36.86741,52.457043,-69.267105,-8.1257515,-11.436329,-46.662308,-8.99365,-35.79608,-23.34136,-11.351486,-18.70465,-13.591412,9.40585,2225.9472195632834,1748.4500408902563,0.216796875,1.9787333,0.6831853,4.629838,0
-67.60621,29.40747,-56.205788,-14.155122,-16.186098,-42.632484,-17.287884,-36.863453,-27.974598,0.31048375,-26.316002,-2.5591874,3.8002636,2660.8459398269533,1987.4426915937986,0.3067294034090909,1.5531757,0.78497404,2.2120593,0
-39.84598,28.626999,-82.24877,-27.53053,-6.4973354,-44.927696,-11.760109,-21.528475,-41.41909,1.382681,-25.981844,-10.862625,7.4844394,2450.5069067677887,1773.2706634649771,0.24613813920454544,2.0553627,0.8544405,4.361295,0
-74.76667,25.55191,-78.7067,-24.311296,-5.190193,-39.832603,-12.731439,-23.453375,-31.863785,4.540459,-26.936262,-1.2748301,4.2181754,2420.6008579298496,1758.8769474507712,0.22606549944196427,1.4918238,0.64500195,4.377631,0
-71.39945,46.51061,-91.64675,-8.806297,-19.070293,-40.42534,-8.009164,-35.95173,-32.10815,11.668443,-28.316694,-5.386802,1.7467614,2210.151506393788,1440.9571979315076,0.2592862215909091,1.6354969,0.41591367,4.1766615,0
-50.09123,63.44633,-66.57815,-34.765453,-25.438375,-21.656738,-35.23024,-15.433627,-23.266844,-11.269977,-13.445357,-10.076637,0.82625175,1985.5303532391363,1648.4965669075982,0.16986191063596492,1.6422527,0.69496,4.130485,0
-42.90891,46.779987,-68.035995,-24.480787,-23.20098,-36.617188,-27.644217,-17.58807,-36.945057,-1.4182854,-22.606718,-9.548242,4.978788,2209.5132068660737,1751.847209308192,0.20556640625,1.7831202,0.71298903,3.7902672,0
-184.00397,63.749073,-49.223,5.1149826,5.65861,19.665913,22.25939,0.9628266,0.76883376,18.042625,-0.25879872,17.39012,3.2708604,1660.0019274320439,1552.2597260381774,0.11873726222826086,0.9240788,0.4700913,3.2567575,0
-43.381626,50.320354,-80.84466,-35.12757,-13.725252,-43.510498,-24.03417,-21.010317,-32.14349,1.0114571,-23.820257,-4.086686,-1.8712828,2134.059715192882,1702.5423334284917,0.19682094029017858,1.8834536,0.655162,4.674351,0
-53.31365,52.27159,-62.103107,-18.200365,-25.70181,-35.1583,-24.809113,-23.10256,-26.90277,7.0078053,-27.961723,-5.4877543,-3.309997,2175.1369586072296,1750.1490764429782,0.20535224780701755,1.6387327,0.66625744,3.8834512,0
-171.8231,60.66778,-83.72312,-24.43301,-19.584553,-32.48502,-7.0876327,-26.361107,-36.226772,6.125307,-32.696133,-4.1841726,11.523053,1849.3264094803014,1318.8015803403412,0.1757172131147541,0.8036799,0.13925105,10.205187,0
-56.338066,33.250336,-71.4159,-25.318157,-10.306161,-46.048317,-18.966831,-26.037472,-30.367252,3.781608,-22.327034,-1.9294422,0.63701415,2438.2677346069486,1842.3100679187403,0.22706580528846154,1.7500453,0.79641604,3.4263752,0
-40.57598,51.423008,-69.006676,-37.38518,-25.538055,-25.640589,-30.45171,-19.518518,-28.201488,-0.7843065,-18.802076,-3.9821136,2.1892707,2092.7982061045955,1746.585927447009,0.17208426339285715,1.8049173,0.7732311,4.560322,0
-89.631355,27.824955,-34.85778,-8.747854,-36.565388,-10.254652,-12.951495,-31.14526,0.4715734,-8.733258,-9.640821,0.23675868,8.412096,2833.211166090779,1997.8601417625243,0.3145228794642857,1.1321716,0.71681863,1.1311417,0
-102.97254,43.888084,-55.98799,-4.2776833,-39.189182,-25.158657,-11.689615,-32.73484,-12.100309,-7.3904605,-19.56344,-6.3984985,14.0071335,2435.6829448541816,1757.5525237329095,0.284423828125,1.1398809,0.52689695,2.3520153,0
-105.96924,46.53206,-46.954025,-7.865946,-32.523582,-29.435009,-9.933471,-33.37631,-26.772713,-0.9490562,-32.359547,3.4381444,9.248027,2268.449982458225,1755.6499238976378,0.22264768366228072,1.064678,0.4551032,2.9969456,0
-63.065033,40.14903,-68.09203,-23.29604,-20.35225,-30.007849,-17.668598,-17.516195,-36.436123,1.7532281,-25.805756,-7.713798,6.9540586,2315.0610130853283,1747.6141858941812,0.21884765625,1.5236316,0.6902909,3.376652,0
-72.7903,55.90902,-72.50534,-21.71496,-19.755615,-45.875305,-20.947403,-20.487291,-26.304674,21.459688,-24.024366,-9.611231,-2.730879,2089.20203430106,1638.0297623232125,0.19027273995535715,1.5137933,0.48706985,3.937007,0
-473.79907,189.11812,78.10507,14.896144,-8.218339,-5.0589375,-2.2674375,4.4186482,5.893906,4.300376,-3.3690388,-1.54951,6.613861,541.8997425529055,632.8759755453108,0.035064697265625,0.18284683,0.094481654,0.11531242,0
-76.32272,41.147038,-72.5528,-12.940914,-22.146976,-45.03005,-21.621737,-23.09718,-32.83195,10.946392,-37.319374,2.4727492,0.5676332,2304.4086714715654,1664.7559189467227,0.2586158014112903,1.4596325,0.54629225,4.16538,0
-117.61217,32.878803,-54.800415,6.121406,-27.437286,-35.280666,-4.68693,-27.417902,-17.000986,8.345284,-22.610804,2.9012787,-4.4774013,2453.2489927827482,1637.8803955428389,0.29740513392857143,1.0301865,0.40648302,5.777869,0
-102.70244,39.096474,-63.204296,-12.5977545,-25.0522,-26.90242,-15.698403,-23.122662,-31.510103,6.233402,-25.585712,-4.944603,-3.0276523,2326.262847462443,1679.3342240514132,0.23780048076923077,1.0537543,0.43006334,1.8644692,0
-60.0159,38.537006,-69.6991,-21.373579,-17.429762,-34.729744,-20.344105,-23.173756,-34.538147,5.805668,-28.457558,-3.3639326,5.1584272,2344.5684150685956,1753.2354263400016,0.23473938899253732,1.562807,0.6947331,2.7522528,0
-98.26165,32.896744,-61.375305,-24.826761,-16.700983,-28.148577,-25.415495,-19.439358,-31.498083,3.4460282,-31.165094,-1.1346794,7.5976853,2557.5060998521767,1883.3586526419288,0.24954870975378787,1.1288315,0.67979753,1.1758708,0
-51.042805,25.288301,-59.648182,-33.21981,-23.26711,-33.2511,-35.864548,-15.30701,-34.241142,10.758071,-22.240274,-7.6555033,6.393031,2588.445583873545,1963.7573878521612,0.2132133871822034,1.7721565,1.1606308,3.3911793,0
-119.049805,26.704157,-31.464813,-4.3711534,-29.711052,-40.01199,-5.2701163,-23.2754,-29.577372,13.86158,-27.517494,-4.3308125,4.5152626,2744.266748141106,1904.0387596355838,0.28045654296875,0.96704954,0.53368306,2.185609,0
-47.59727,50.85009,-78.81843,-14.373613,-23.94543,-39.268402,-20.228422,-19.604275,-35.92909,1.806729,-27.718006,-4.820411,-0.2705626,2158.668370345814,1579.0268696774044,0.22228003329918034,1.7889867,0.6256268,3.9275556,0
-72.109024,38.46083,-80.78141,-21.416567,-21.67801,-30.937185,-20.286314,-20.425417,-26.519527,1.4400501,-28.570549,-6.101533,4.8228536,2212.2756614031355,1621.3939375404082,0.2100162146226415,1.4784949,0.49553743,6.247331,0
-92.12507,45.520935,-76.376755,-19.76691,-9.365727,-50.589565,-9.471214,-18.234383,-34.830074,12.68447,-23.00961,-8.918369,11.429418,2286.3297578751576,1632.2303899611072,0.23828125,1.2848343,0.41169205,2.523712,0
-589.5597,129.61572,70.67651,23.156878,3.0951416,1.4575038,4.17146,4.3392024,2.9921715,2.8745892,3.1879737,1.1476978,-2.1385603,380.40904614934703,730.378874286683,0.016969031894329897,0.08643569,0.00025231083,0.11866682,0
-65.2778,35.23483,-86.47076,-25.947027,-20.451984,-37.838448,-17.932873,-24.06095,-45.276283,4.2814217,-30.779192,-3.1558156,8.821168,2294.22940386012,1621.8912748075047,0.24615268049568967,1.6523051,0.60941774,4.0955157,0
-51.687553,47.546806,-85.93924,-24.861742,-16.197355,-38.18111,-20.483398,-26.1687,-36.924236,-1.3864199,-20.136139,-4.1733403,6.0446396,2139.69788920304,1596.8848207198512,0.21846861758474576,1.7856956,0.54752505,4.238046,0
-36.170403,30.254343,-68.62838,-23.426275,-24.072481,-37.228565,-20.956532,-24.634514,-30.04705,-4.1299806,-18.283442,-8.278498,7.978313,2430.7113791028296,1833.8840719229775,0.234873046875,1.9545776,0.94267035,3.528275,0
-77.663536,36.335407,-74.491196,-27.325443,-13.651505,-35.942894,-11.858853,-15.04068,-39.649246,3.9921823,-29.292904,-8.358348,11.524197,2374.6756220489406,1738.6890625680148,0.2566162109375,1.3632603,0.56193733,3.1556406,0
-89.92451,24.71297,-63.45119,-16.528515,-8.895582,-44.447388,-8.420107,-21.688766,-36.144375,6.7182846,-22.153423,-2.4139478,2.3934212,2713.6694262661576,1952.7789064984972,0.3056640625,1.2451112,0.67856103,2.812963,0
-49.75419,34.365486,-63.80519,-19.919615,-18.725523,-29.614264,-36.27558,-16.77106,-32.838596,-2.708224,-18.68525,-6.958178,-1.4289585,2413.593662863723,1839.8034870435006,0.21694232047872342,1.6583368,0.87116325,2.840028,0
-88.06715,34.295284,-62.72167,-12.1723585,-5.671853,-37.77198,-17.763592,-24.482283,-38.577885,0.6005335,-24.615383,-10.086104,-0.47976106,2481.645201228134,1806.9008624729827,0.2682582310267857,1.3102821,0.6090436,2.4914644,0
-50.121742,50.443016,-82.28413,-22.94756,-14.939966,-44.951073,-11.623808,-30.309784,-33.440483,-3.6672192,-20.546387,-2.7501385,2.2982776,2170.833215889463,1664.4596444969839,0.21564275568181818,1.7564142,0.54181576,3.6209464,0
-81.232155,40.851715,-82.44045,-16.30912,-10.392903,-50.330284,-2.164684,-28.849401,-39.810104,9.850976,-28.610449,-6.446264,7.671113,2376.511544805227,1596.8669744840174,0.27814352101293105,1.4852427,0.4569552,3.7379122,0
-58.75879,35.68573,-67.632675,-9.499756,-19.068933,-36.58703,-10.658101,-36.09337,-21.959381,-10.305103,-19.851704,-10.838832,0.50414544,2453.5314110449785,1765.776429511467,0.25316954495614036,1.6174543,0.69141,2.5086918,0
-343.01105,114.716034,6.1516595,31.058674,-4.485276,-2.3826659,-16.16658,-15.1036825,-2.2982695,-2.4498107,-18.237062,-1.6433678,2.1131053,1067.3942990594885,1389.0124551403283,0.04287176262842466,0.21643731,0.04355532,0.75900114,0
-41.99578,34.656116,-62.216595,-31.579428,-9.630983,-41.009556,-18.671,-22.77927,-35.46296,-0.6267672,-24.59163,-1.7628294,1.7995682,2558.980562331283,2017.7493318045151,0.2442626953125,1.8151989,1.074538,2.8769653,0
-62.372288,59.398964,-74.568146,-13.979686,-23.860998,-26.228224,-21.178919,-18.844387,-23.348259,0.06541942,-17.26061,-3.8828914,1.4795492,2041.6633802458164,1546.7440425118953,0.20855502424568967,1.460941,0.52983195,2.7909641,0
-72.2533,74.15676,-74.74335,-21.748817,-23.674374,-40.60882,-25.937773,-18.939562,-40.637875,9.378923,-28.179913,-5.044118,5.2396817,1858.011674343768,1513.939009202935,0.1764929819915254,1.480572,0.4017326,3.9454126,0
-76.35919,79.439735,-81.00545,-26.074337,-22.669691,-26.797426,-29.516144,-18.568533,-42.067104,4.165595,-22.990118,-13.024909,11.03625,1772.9462903810204,1415.3001865811977,0.16738115730932204,1.4341564,0.39525828,3.956459,0
-40.70917,53.278183,-77.55865,-33.516457,-8.196551,-41.481476,-29.650185,-21.110935,-51.627224,5.4534855,-28.217182,-3.9495885,-0.07622887,2134.7563460957213,1734.3784494885115,0.18607954545454544,1.9960066,0.7688006,5.3981714,0
-57.05846,64.38892,-84.75685,-26.027126,-18.151602,-36.289646,-22.975056,-25.913946,-38.80963,1.6398143,-26.566378,-4.197452,-0.4051074,1941.2573222531623,1533.447198033265,0.17612748579545454,1.6805491,0.44172618,4.203315,0
-68.87425,63.068726,-92.63421,-23.141161,-16.730892,-40.64692,-24.660923,-20.173492,-26.894627,2.4401138,-13.43411,-9.969515,0.7967866,1878.3131013984535,1386.4431321742406,0.18586948939732142,1.644471,0.34392452,5.0393972,0
-52.973236,59.098625,-82.642235,-33.787262,-8.976755,-46.896336,-24.289648,-18.054726,-42.48708,8.100746,-23.66454,1.7409974,1.4416628,2058.8128874148483,1637.6229849175443,0.18845813679245282,1.8100777,0.61162746,4.6162586,0
