mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_bandwidth,zero_crossing_rate,spectrogram_mean,spectrogram_median,spectrogram_variance,label
-344.956,97.166824,1.4036224,-6.790275,-2.9370532,2.448123,-1.041215,3.8610032,1.3518566,-0.4459749,9.012906,11.406906,5.472429,1159.300373,1246.58044,0.082922149,0.31798998,0.03689389,1.5103034,1
-352.731,84.645744,-40.473206,13.346072,2.6677773,10.807229,-4.551743,3.31979,-0.5167013,0.32578585,-1.7500306,-0.1247344,4.115807,1561.959641,1427.957675,0.109446208,0.44859838,0.10355914,0.8938074,1
-250.97505,-40.85311,-61.759197,-2.1407504,-4.69842,14.91833,-1.850373,5.5503564,41.23544,33.007133,-41.484734,-17.194887,-7.437691,2659.931475,1476.741085,0.20239545,1.2539244,0.21409668,15.988031,1
-200.6137,-45.062263,-106.92185,-45.298717,-21.594456,24.402693,-27.678085,-6.149108,-9.043407,-4.2425227,-3.378318,19.32163,5.295103,2533.168607,1660.048939,0.19450484,1.093306,0.6532714,2.3165193,1
-236.15062,25.521112,-39.595528,-21.890158,-21.5887,16.040724,-0.6443906,-10.503625,8.279503,21.582731,16.614864,18.496191,0.3778567,2185.706657,1826.064642,0.121628534,0.5355662,0.25504005,1.0396494,1
-278.8725,92.94263,-27.162287,-0.038494926,-30.008545,-11.169156,-9.659279,-14.668683,-7.493948,-19.786867,-14.215773,9.5431185,-9.199408,1170.086605,1193.935979,0.07063012,0.7368688,0.07112906,12.923334,1
-363.78293,89.301765,-0.8504545,-18.053074,-32.872612,4.8042073,-8.892605,-12.313575,-21.71555,-5.5091724,-4.961897,-11.12782,-2.247347,1147.482128,1320.767046,0.0770144,0.34620392,0.046934072,1.2326418,1
-354.22168,16.258335,-60.474,-18.55387,7.9680715,17.144695,-9.548957,-9.196352,1.168719,0.58131033,-2.2805989,7.282109,16.15937,1971.274695,1647.649539,0.113482307,0.482527,0.2229116,0.70587724,1
-261.5742,6.563825,-54.018105,9.388353,5.7670608,28.597567,10.06581,-24.22938,1.594361,27.571539,0.9841866,-12.712111,2.8365974,2357.840745,1633.475182,0.182315224,1.0469412,0.37182254,8.431854,1
-276.91382,59.46088,-80.445175,13.235221,2.0594096,34.04177,16.965652,-3.3377733,3.3811,4.7829924,-9.660103,3.6866097,6.442903,1820.115313,1325.079743,0.164216694,0.5451658,0.1601069,1.061822,1
-319.47232,3.7459188,-51.1195,7.5022807,-3.5783393,26.177502,17.773476,-19.146137,-6.4290676,6.0263042,6.481688,2.9034626,-16.422485,2184.885153,1595.397285,0.164422898,0.7476339,0.19103956,4.622437,1
-305.93713,3.5422258,-42.174232,4.774633,-10.954125,22.275599,14.565394,-21.6478,-7.1363297,3.6973104,1.8798348,-2.142399,-11.319184,2626.038219,1758.245981,0.247204767,0.7855727,0.30199695,2.2526095,1
-280.09076,16.505993,-70.40619,-0.54545784,-7.9729075,5.997829,3.622394,-10.621283,-6.447631,3.4322634,-7.9182606,-4.1516633,-7.232324,2349.234215,1608.97013,0.218887329,0.8775915,0.24381866,2.07271,1
-343.36884,47.42954,-39.86581,-6.0566506,2.2014563,23.443197,-5.910458,2.4321532,7.2106233,3.5570648,0.037132736,9.7552,11.733922,1691.370027,1622.751091,0.105627617,0.5806572,0.22965623,0.7479961,1
-296.9073,9.906431,-44.39805,-20.054277,-4.7298636,2.3788586,-17.09026,3.6039293,20.904978,9.94625,-22.386408,-8.702913,-14.808016,2260.207036,1754.45081,0.187199519,0.43129504,0.139614,1.9943073,1
-286.9964,9.947254,-64.56739,-1.5481668,24.000175,13.808589,-13.032308,12.976032,35.13775,-1.8444206,-14.015981,7.7642603,-24.533503,2101.270739,1352.949103,0.18250093,1.0630732,0.17977507,10.986146,1
-355.81223,1.1476254,-41.49448,-10.735137,33.27616,23.195557,-17.49317,17.979933,21.89022,-5.6442003,-8.432392,12.94493,-10.17529,1844.938592,1313.510636,0.166246569,0.77350116,0.13829559,5.6993155,1
-321.66174,-35.70132,-47.250675,-20.55572,9.345282,0.95608395,15.158012,14.00714,-12.588855,16.19388,-1.6798319,22.194872,-1.4378202,2810.708132,2018.119065,0.182521011,0.64934975,0.39331764,1.3595967,1
-303.64883,-20.488792,-60.687874,-25.555021,14.202264,2.8053777,5.5089455,31.63272,-4.2622232,2.3316154,-31.190203,15.662053,20.646597,2435.642253,1899.823016,0.17803159,0.65219027,0.21462922,2.9475944,1
-440.10715,-1.2013171,-29.025303,0.892175,9.5435705,12.867291,-6.0448956,10.185448,8.239598,7.0172772,6.3235474,3.9416437,0.11441103,1814.277156,1885.785665,0.09713406,0.48026785,0.17917742,0.9607396,1
-233.25789,43.946106,-55.939175,63.141468,-38.346096,-2.8992584,-1.5550824,-12.005987,-8.204509,27.83379,-10.626743,22.111376,-20.35299,2551.217261,1247.580387,0.311054305,0.7570702,0.2306107,1.9646144,1
-421.88794,-7.7965875,-32.26992,3.681952,9.339462,8.385737,-9.973035,3.1369731,2.007922,11.774259,-0.7867588,-2.6911962,-4.3203917,2219.884717,1996.397894,0.143387468,0.5361155,0.23290603,1.4814074,1
-397.5872,-80.08855,-37.758186,43.144623,11.772036,-18.905554,4.1387777,17.928732,-18.482296,4.1971383,24.06464,-15.612627,-4.3059716,3079.08091,1428.066734,0.286004639,0.7706515,0.18609396,4.2605963,1
-227.91791,-84.11531,-87.1258,35.139343,28.01749,-7.5268207,-17.653925,12.331882,1.669732,-7.2259674,18.558283,-8.431095,1.5029244,2997.682871,1508.859934,0.250854492,2.1952407,0.9077584,15.736942,1
-287.86444,-121.97472,-50.1196,67.79178,11.263902,-0.17150292,-6.9018326,22.072157,-24.592913,13.128321,8.242103,-23.247505,3.5327897,3462.233431,1354.635578,0.337545573,1.3417599,0.5033988,4.7506237,1
-345.9466,36.724644,-42.574223,6.936171,23.013649,3.6529062,1.6679965,0.5837985,5.862009,18.905348,3.4140894,18.831846,-0.21995,1666.833745,1549.331074,0.139282227,0.44705552,0.13523594,0.928972,1
-258.90805,-38.691418,-85.7926,30.459997,28.058132,13.76734,-13.189233,1.8677238,0.25186074,8.590822,-0.7342073,4.095631,-16.19674,2650.265484,1587.790259,0.25195908,1.355399,0.5202236,3.2974694,1
-244.5793,-54.5679,-105.31979,17.709524,19.648827,20.473166,-5.550666,-7.5701237,0.97726613,18.308294,2.4730885,-0.73765755,-10.217894,2649.078495,1489.054139,0.273069853,1.0375655,0.41434196,2.4669266,1
-360.15726,6.532968,-82.95421,-25.893488,16.39922,17.594873,10.073431,-0.8616814,-16.818932,-9.663236,8.273408,12.348959,-12.589452,1890.099919,1455.291311,0.157777178,0.28322425,0.048210718,3.033908,1
-364.62903,-37.27111,-54.819202,-13.752578,24.533716,18.567984,6.2167735,-11.097288,-10.252488,7.9241376,21.606152,-0.43670684,-21.315725,2515.206908,1991.506322,0.161779269,0.36315197,0.1140992,3.5569243,1
-343.534,-53.142994,-87.38252,16.285702,-8.654038,44.045654,-30.452215,-14.111872,12.222963,11.370248,12.981769,-15.2739315,-11.049304,2376.687022,1413.285588,0.193499756,0.71015924,0.17450324,11.344772,1
-426.604,36.112892,-3.0309515,24.174793,18.394325,13.416197,-11.650633,-3.4563742,6.362296,-4.3752513,-16.414915,10.910413,-2.2967649,2104.772916,1564.905124,0.160368304,0.20827752,0.08099192,0.104883194,1
-263.57138,85.106316,-47.376385,42.32849,1.8075819,7.642989,1.6417372,-8.720004,3.6265876,17.4645,-4.3492923,26.304655,-16.639172,1874.570082,1407.930256,0.198012754,0.43941227,0.21774305,0.29935837,1
-238.42094,-37.017433,-115.46366,-38.993546,-10.074928,33.972137,1.7565434,26.77938,-6.3227434,-16.095654,-17.593525,29.59554,-0.24077386,2023.992283,1420.292705,0.159378855,1.1237134,0.35875905,14.810866,1
-363.40588,-6.0405407,-75.78663,-0.49649033,1.9095986,21.796228,4.9101644,-6.4718456,-11.169143,-12.684076,14.674681,8.674673,-5.421259,1963.59812,1594.493798,0.12388746,0.85421956,0.23378229,6.034641,1
-388.5093,-1.4025425,-50.689583,-14.322651,-8.953888,26.102903,-3.1298397,-2.3145037,-2.4921334,-3.1185775,7.980153,2.2083573,-5.4668207,1839.515695,1702.199926,0.121659128,0.5348719,0.16756275,2.2733433,1
