model_name,true_negative,false_positive,false_negative,true_positive
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
Naive Bayes,281,33,85,261
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,29,317
SVM,293,21,30,316
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
KNN,289,25,23,323
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Gradient Boosting,279,35,19,327
Neural Network,291,23,15,331
Neural Network,294,20,9,337
Neural Network,295,19,13,333
Neural Network,294,20,12,334
Neural Network,293,21,9,337
Neural Network,297,17,11,335
Neural Network,297,17,11,335
Neural Network,297,17,12,334
Neural Network,291,23,9,337
Neural Network,296,18,9,337
Neural Network,295,19,12,334
Neural Network,292,22,9,337
Neural Network,296,18,7,339
Neural Network,296,18,10,336
Neural Network,294,20,10,336
Neural Network,290,24,9,337
Neural Network,295,19,9,337
Neural Network,298,16,9,337
Neural Network,297,17,14,332
Neural Network,300,14,11,335
Neural Network,299,15,11,335
Neural Network,298,16,9,337
Neural Network,297,17,8,338
Neural Network,294,20,10,336
Neural Network,297,17,7,339
Neural Network,301,13,9,337
Neural Network,300,14,12,334
Neural Network,298,16,10,336
Neural Network,298,16,12,334
Neural Network,294,20,8,338
Neural Network,296,18,11,335
Neural Network,298,16,13,333
Neural Network,295,19,10,336
Neural Network,298,16,9,337
Neural Network,297,17,10,336
Neural Network,290,24,8,338
Neural Network,293,21,9,337
Neural Network,298,16,9,337
Neural Network,294,20,6,340
Neural Network,304,10,13,333
Neural Network,299,15,11,335
Neural Network,294,20,12,334
Neural Network,298,16,9,337
Neural Network,293,21,9,337
Neural Network,291,23,10,336
Neural Network,297,17,10,336
Neural Network,294,20,11,335
Neural Network,295,19,10,336
Neural Network,292,22,7,339
Neural Network,298,16,12,334
Neural Network,290,24,9,337
Neural Network,292,22,8,338
Neural Network,298,16,10,336
Neural Network,292,22,13,333
Neural Network,298,16,9,337
Neural Network,297,17,10,336
Neural Network,297,17,11,335
Neural Network,298,16,10,336
Neural Network,299,15,11,335
Neural Network,297,17,10,336
Neural Network,294,20,10,336
Neural Network,293,21,9,337
Neural Network,297,17,11,335
Neural Network,298,16,10,336
Neural Network,296,18,9,337
Neural Network,296,18,7,339
Neural Network,299,15,11,335
Neural Network,298,16,11,335
Neural Network,295,19,10,336
Neural Network,295,19,10,336
Neural Network,295,19,10,336
Neural Network,295,19,10,336
Neural Network,297,17,13,333
Neural Network,299,15,9,337
Neural Network,293,21,9,337
Neural Network,298,16,12,334
Neural Network,298,16,12,334
Neural Network,297,17,9,337
Neural Network,299,15,14,332
Neural Network,293,21,9,337
Neural Network,300,14,12,334
Neural Network,289,25,8,338
Neural Network,295,19,11,335
Neural Network,298,16,8,338
Neural Network,298,16,11,335
Neural Network,294,20,9,337
Neural Network,302,12,12,334
Neural Network,295,19,12,334
Neural Network,294,20,13,333
Neural Network,297,17,11,335
Neural Network,296,18,10,336
Neural Network,296,18,11,335
Neural Network,297,17,11,335
Neural Network,298,16,11,335
Neural Network,297,17,9,337
Neural Network,298,16,8,338
Neural Network,295,19,10,336
Neural Network,296,18,13,333
Neural Network,294,20,10,336
Neural Network,296,18,11,335
CNN,293,21,17,329
CNN,287,27,20,326
CNN,287,27,20,326
CNN,293,21,24,322
CNN,296,18,20,326
CNN,294,20,27,319
CNN,293,21,21,325
CNN,282,32,16,330
CNN,289,25,16,330
CNN,291,23,23,323
CNN,290,24,19,327
CNN,286,28,16,330
CNN,294,20,16,330
CNN,292,22,23,323
CNN,294,20,23,323
CNN,291,23,19,327
CNN,296,18,19,327
CNN,292,22,19,327
CNN,295,19,26,320
CNN,288,26,18,328
CNN,286,28,16,330
CNN,292,22,18,328
CNN,291,23,18,328
CNN,284,30,16,330
CNN,293,21,20,326
CNN,286,28,16,330
CNN,286,28,14,332
CNN,294,20,25,321
CNN,292,22,21,325
CNN,291,23,23,323
CNN,284,30,16,330
CNN,287,27,17,329
CNN,282,32,17,329
CNN,290,24,20,326
CNN,291,23,22,324
CNN,290,24,17,329
CNN,285,29,18,328
CNN,288,26,22,324
CNN,289,25,24,322
CNN,290,24,23,323
CNN,287,27,20,326
CNN,289,25,21,325
CNN,291,23,25,321
CNN,294,20,26,320
CNN,291,23,25,321
CNN,295,19,21,325
CNN,301,13,40,306
CNN,289,25,21,325
CNN,289,25,16,330
CNN,300,14,29,317
CNN,285,29,16,330
CNN,295,19,24,322
CNN,293,21,24,322
CNN,289,25,19,327
CNN,295,19,20,326
CNN,294,20,21,325
CNN,285,29,20,326
CNN,292,22,18,328
CNN,290,24,29,317
CNN,291,23,21,325
CNN,293,21,23,323
CNN,293,21,20,326
CNN,289,25,26,320
CNN,287,27,17,329
CNN,291,23,22,324
CNN,293,21,22,324
CNN,296,18,27,319
CNN,292,22,23,323
CNN,289,25,21,325
CNN,285,29,18,328
CNN,291,23,23,323
CNN,293,21,20,326
CNN,295,19,26,320
CNN,292,22,20,326
CNN,290,24,21,325
CNN,296,18,26,320
CNN,289,25,24,322
CNN,301,13,37,309
CNN,294,20,23,323
CNN,291,23,20,326
CNN,292,22,16,330
CNN,289,25,26,320
CNN,292,22,19,327
CNN,289,25,15,331
CNN,288,26,23,323
CNN,289,25,15,331
CNN,292,22,22,324
CNN,292,22,17,329
CNN,297,17,25,321
CNN,291,23,22,324
CNN,296,18,28,318
CNN,294,20,26,320
CNN,291,23,20,326
CNN,294,20,28,318
CNN,296,18,26,320
CNN,292,22,23,323
CNN,292,22,19,327
CNN,297,17,25,321
CNN,294,20,24,322
CNN,291,23,22,324
RNN,296,18,14,332
RNN,297,17,15,331
RNN,296,18,14,332
RNN,297,17,18,328
RNN,297,17,15,331
RNN,301,13,16,330
RNN,297,17,14,332
RNN,302,12,15,331
RNN,297,17,15,331
RNN,298,16,15,331
RNN,301,13,18,328
RNN,297,17,15,331
RNN,294,20,14,332
RNN,303,11,17,329
RNN,298,16,14,332
RNN,303,11,16,330
RNN,303,11,15,331
RNN,295,19,15,331
RNN,298,16,12,334
RNN,298,16,11,335
RNN,301,13,15,331
RNN,301,13,12,334
RNN,300,14,17,329
RNN,299,15,13,333
RNN,299,15,13,333
RNN,302,12,16,330
RNN,294,20,11,335
RNN,295,19,13,333
RNN,296,18,12,334
RNN,298,16,13,333
RNN,304,10,16,330
RNN,295,19,11,335
RNN,300,14,13,333
RNN,298,16,12,334
RNN,293,21,11,335
RNN,298,16,13,333
RNN,299,15,12,334
RNN,298,16,12,334
RNN,293,21,10,336
RNN,294,20,11,335
RNN,290,24,11,335
RNN,295,19,11,335
RNN,297,17,12,334
RNN,298,16,13,333
RNN,297,17,11,335
RNN,299,15,13,333
RNN,300,14,14,332
RNN,296,18,11,335
RNN,298,16,13,333
RNN,295,19,13,333
RNN,294,20,11,335
RNN,294,20,11,335
RNN,293,21,12,334
RNN,299,15,12,334
RNN,296,18,11,335
RNN,297,17,16,330
RNN,297,17,12,334
RNN,299,15,15,331
RNN,296,18,11,335
RNN,297,17,14,332
RNN,294,20,12,334
RNN,297,17,14,332
RNN,299,15,13,333
RNN,296,18,13,333
RNN,299,15,14,332
RNN,302,12,19,327
RNN,294,20,12,334
RNN,297,17,12,334
RNN,296,18,13,333
RNN,294,20,10,336
RNN,294,20,13,333
RNN,292,22,10,336
RNN,300,14,15,331
RNN,298,16,13,333
RNN,295,19,12,334
RNN,296,18,14,332
RNN,295,19,14,332
RNN,301,13,19,327
RNN,298,16,17,329
RNN,292,22,13,333
RNN,298,16,16,330
RNN,295,19,11,335
RNN,300,14,15,331
RNN,298,16,13,333
RNN,294,20,12,334
RNN,294,20,14,332
RNN,296,18,13,333
RNN,294,20,14,332
RNN,292,22,11,335
RNN,297,17,13,333
RNN,296,18,13,333
RNN,298,16,13,333
RNN,295,19,15,331
RNN,296,18,13,333
RNN,297,17,11,335
RNN,297,17,12,334
RNN,294,20,11,335
RNN,300,14,14,332
RNN,298,16,13,333
RNN,296,18,11,335
LSTM,289,25,11,335
LSTM,295,19,15,331
LSTM,288,26,11,335
LSTM,293,21,14,332
LSTM,293,21,13,333
LSTM,291,23,11,335
LSTM,296,18,12,334
LSTM,291,23,10,336
LSTM,297,17,14,332
LSTM,295,19,10,336
LSTM,297,17,15,331
LSTM,293,21,14,332
LSTM,299,15,11,335
LSTM,296,18,13,333
LSTM,294,20,12,334
LSTM,295,19,12,334
LSTM,296,18,15,331
LSTM,297,17,12,334
LSTM,294,20,11,335
LSTM,295,19,11,335
LSTM,294,20,12,334
LSTM,297,17,10,336
LSTM,297,17,12,334
LSTM,296,18,14,332
LSTM,296,18,12,334
LSTM,296,18,11,335
LSTM,292,22,9,337
LSTM,295,19,14,332
LSTM,297,17,15,331
LSTM,298,16,14,332
LSTM,296,18,13,333
LSTM,295,19,10,336
LSTM,297,17,12,334
LSTM,294,20,14,332
LSTM,301,13,16,330
LSTM,296,18,9,337
LSTM,295,19,14,332
LSTM,297,17,13,333
LSTM,298,16,11,335
LSTM,297,17,10,336
LSTM,293,21,11,335
LSTM,293,21,13,333
LSTM,295,19,13,333
LSTM,294,20,9,337
LSTM,296,18,12,334
LSTM,296,18,12,334
LSTM,294,20,11,335
LSTM,298,16,12,334
LSTM,297,17,14,332
LSTM,297,17,11,335
LSTM,293,21,12,334
LSTM,291,23,11,335
LSTM,300,14,16,330
LSTM,297,17,15,331
LSTM,292,22,12,334
LSTM,297,17,11,335
LSTM,294,20,9,337
LSTM,295,19,10,336
LSTM,300,14,11,335
LSTM,298,16,19,327
LSTM,295,19,14,332
LSTM,296,18,11,335
LSTM,297,17,8,338
LSTM,295,19,13,333
LSTM,297,17,14,332
LSTM,290,24,12,334
LSTM,293,21,13,333
LSTM,294,20,12,334
LSTM,297,17,13,333
LSTM,294,20,11,335
LSTM,301,13,12,334
LSTM,295,19,12,334
LSTM,295,19,12,334
LSTM,295,19,9,337
LSTM,297,17,14,332
LSTM,292,22,9,337
LSTM,294,20,11,335
LSTM,294,20,15,331
LSTM,296,18,12,334
LSTM,295,19,12,334
LSTM,294,20,15,331
LSTM,292,22,11,335
LSTM,294,20,12,334
LSTM,297,17,14,332
LSTM,299,15,11,335
LSTM,295,19,9,337
LSTM,295,19,11,335
LSTM,294,20,10,336
LSTM,296,18,12,334
LSTM,296,18,12,334
LSTM,294,20,11,335
LSTM,294,20,13,333
LSTM,295,19,12,334
LSTM,295,19,11,335
LSTM,294,20,11,335
LSTM,296,18,12,334
LSTM,295,19,15,331
LSTM,297,17,13,333
LSTM,297,17,17,329
LSTM,293,21,13,333
GRU,296,18,12,334
GRU,289,25,7,339
GRU,294,20,12,334
GRU,298,16,12,334
GRU,296,18,11,335
GRU,300,14,10,336
GRU,296,18,9,337
GRU,295,19,10,336
GRU,300,14,7,339
GRU,296,18,9,337
GRU,304,10,14,332
GRU,298,16,8,338
GRU,300,14,8,338
GRU,295,19,8,338
GRU,294,20,8,338
GRU,303,11,12,334
GRU,296,18,10,336
GRU,300,14,10,336
GRU,296,18,7,339
GRU,287,27,6,340
GRU,297,17,8,338
GRU,297,17,8,338
GRU,295,19,9,337
GRU,295,19,7,339
GRU,296,18,11,335
GRU,295,19,13,333
GRU,297,17,9,337
GRU,294,20,11,335
GRU,293,21,9,337
GRU,297,17,9,337
GRU,296,18,9,337
GRU,296,18,11,335
GRU,296,18,11,335
GRU,294,20,11,335
GRU,301,13,9,337
GRU,294,20,6,340
GRU,294,20,9,337
GRU,296,18,9,337
GRU,294,20,10,336
GRU,293,21,11,335
GRU,299,15,10,336
GRU,294,20,11,335
GRU,296,18,11,335
GRU,295,19,12,334
GRU,295,19,9,337
GRU,296,18,11,335
GRU,298,16,10,336
GRU,295,19,9,337
GRU,296,18,12,334
GRU,299,15,11,335
GRU,296,18,8,338
GRU,294,20,9,337
GRU,294,20,11,335
GRU,298,16,14,332
GRU,297,17,14,332
GRU,296,18,10,336
GRU,297,17,10,336
GRU,297,17,9,337
GRU,299,15,11,335
GRU,299,15,12,334
GRU,298,16,11,335
GRU,297,17,9,337
GRU,296,18,10,336
GRU,294,20,7,339
GRU,295,19,13,333
GRU,296,18,13,333
GRU,299,15,10,336
GRU,298,16,10,336
GRU,299,15,6,340
GRU,296,18,8,338
GRU,300,14,9,337
GRU,299,15,11,335
GRU,297,17,11,335
GRU,297,17,10,336
GRU,300,14,10,336
GRU,297,17,13,333
GRU,299,15,12,334
GRU,298,16,9,337
GRU,297,17,9,337
GRU,298,16,8,338
GRU,298,16,11,335
GRU,298,16,10,336
GRU,297,17,11,335
GRU,297,17,12,334
GRU,297,17,10,336
GRU,299,15,9,337
GRU,300,14,13,333
GRU,298,16,11,335
GRU,300,14,10,336
GRU,300,14,11,335
GRU,300,14,12,334
GRU,296,18,10,336
GRU,297,17,13,333
GRU,301,13,11,335
GRU,300,14,9,337
GRU,300,14,12,334
GRU,295,19,11,335
GRU,298,16,11,335
GRU,298,16,13,333
GRU,300,14,8,338
